"token
",m1,m2,m3,m4c,m4,m5c,m5,mod_class_id,mod_class_name,mod_term,mod_ay,mod_sem,mod_module_code
12401_1681,3,3,3,Good text 2,Interactive,Bad text 11,NoWebCast,NM1101E,Asking Questions,510,5,1,1780
1247_1446,4,2,4,Good text 2,Interactive,Bad text 11,NoWebCast,MA3252,GRADUATE SEMINARS,1010,10,1,1251
13479_157,3,3,1,Good text 2,Interactive,Bad text 11,NoWebCast,ME2142,Fundamentals of Physics II,1120,11,2,1455
13608_1238,2,4,1,Good text 2,Interactive,Bad text 11,NoWebCast,GEQ1000,Operations Management,910,9,1,1451
1463_105,5,1,3,Good text 2,Interactive,Bad text 11,NoWebCast,FAS1102,Introduction to Computing,720,7,2,2041
1508_474,3,3,4,Good text 2,Interactive,Bad text 11,NoWebCast,MA2101,Darwin and Evolution,1700,17,0,1398
16536_425,2,4,3,Good text 2,Interactive,Bad text 11,NoWebCast,IT1003,User Centred Design Methodologies,810,8,1,1133
16583_1343,3,1,1,Good text 2,Interactive,Bad text 11,NoWebCast,ME2101,Forensic Science,830,8,3,1007
17136_57,2,1,1,Good text 2,Interactive,Bad text 11,NoWebCast,EC3101,Statistics for Life Sciences,910,9,1,15554
18203_1134,3,4,3,Good text 2,Interactive,Bad text 11,NoWebCast,GER1000,Programming Methodology,1510,15,1,1398
18403_1509,3,1,1,Good text 2,Interactive,Bad text 11,NoWebCast,MA1101R,Making Sense of Society,1440,14,4,1745
19272_970,1,1,5,Good text 2,Interactive,Bad text 11,NoWebCast,IS2102,Anthropology and the Human Condition,1410,14,1,1373
19865_522,3,2,3,Good text 2,Interactive,Bad text 11,NoWebCast,CS1020,English for Academic Purposes,1720,17,2,1588
20830_1826,2,5,4,Good text 2,Interactive,Bad text 11,NoWebCast,MKT1003,Management And Organisation,1520,15,2,10592
23177_460,2,1,1,Good text 2,Interactive,Bad text 11,NoWebCast,LAC2201,Reading Visual Images,1010,10,1,1005
25132_689,4,2,1,Good text 2,Interactive,Bad text 11,NoWebCast,SSA2211,Geographical Journeys: Exploring World Environments,1520,15,2,1752
25694_1709,2,1,3,Good text 2,Interactive,Bad text 11,NoWebCast,CM1131,Malay 1,1120,11,2,1140
25886_60,5,2,2,Good text 2,Interactive,Bad text 11,NoWebCast,PC1431,NUS Data Protection & PDPA Guidelines,1320,13,2,1161
26037_1072,1,5,1,Good text 2,Interactive,Bad text 11,NoWebCast,EC2303,Science of Music,810,8,1,1078
26842_736,4,5,2,Good text 2,Interactive,Bad text 11,NoWebCast,PC1431,NUS Data Protection & PDPA Guidelines,1520,15,2,2062
27500_74,4,5,1,Good text 2,Interactive,Bad text 11,NoWebCast,ES1000,Real-Time Operating Systems,1720,17,2,1114
30924_1055,4,4,5,Good text 2,Interactive,Bad text 11,NoWebCast,GEK1542,Process Dynamics & Control,1510,15,1,1019
31829_1123,4,1,1,Good text 2,Interactive,Bad text 11,NoWebCast,GEM2900,General and Physical Chemistry for Engineers,1720,17,2,1128
33508_1276,5,3,5,Good text 2,Interactive,Bad text 11,NoWebCast,ACC2002,Introduction to Economic Analysis,1620,16,2,15554
33713_1718,2,3,4,Good text 2,Interactive,Bad text 11,NoWebCast,EG3611,Computer Applications in Civil Engineering,1210,12,1,1919
34335_1869,2,4,4,Good text 2,Interactive,Bad text 11,NoWebCast,CM1131,Malay 1,1220,12,2,1627
35888_345,5,5,2,Good text 2,Interactive,Bad text 11,NoWebCast,CS2102,Mechanics Of Machines,1710,17,1,2961
36559_499,5,3,2,Good text 2,Interactive,Bad text 11,NoWebCast,PF2102,Abnormal Structure and Function,1120,11,2,1983
37364_599,5,5,2,Good text 2,Interactive,Bad text 11,NoWebCast,CS2103T,Business and Technical Communication,1320,13,2,1089
38768_270,2,1,4,Good text 2,Interactive,Bad text 11,NoWebCast,EG1108,Linear Algebra I,1710,17,1,1056
39107_1368,3,4,1,Good text 2,Interactive,Bad text 11,NoWebCast,EC2303,Science of Music,1710,17,1,1284
41310_1090,1,2,1,Good text 2,Interactive,Bad text 11,NoWebCast,NM2220,Principles Of Property Law,1620,16,2,1088
41730_1422,2,1,4,Good text 2,Interactive,Bad text 11,NoWebCast,PS1101E,StepUp Module (A Career Development Programme),1610,16,1,1103
41817_528,2,5,4,Good text 2,Interactive,Bad text 11,NoWebCast,DP1001,Mathematics I,1120,11,2,1146
42937_1776,4,4,4,Good text 2,Interactive,Bad text 11,NoWebCast,CM1501,Critical Thinking And Writing,1420,14,2,2014
43403_1066,5,5,5,Good text 2,Interactive,Bad text 11,NoWebCast,LSM1401,Data Structures and Algorithms I,1610,16,1,1133
43679_25,1,4,2,Good text 2,Interactive,Bad text 11,NoWebCast,BSP2005,Introduction to Statistics,1440,14,4,2366
45640_641,3,5,2,Good text 2,Interactive,Bad text 11,NoWebCast,EC2101,The Nature of Language,1010,10,1,1582
47757_1864,4,1,4,Good text 2,Interactive,Bad text 11,NoWebCast,ME4101A,Industrial Attachment,1640,16,4,1192
47889_1635,3,4,3,Good text 2,Interactive,Bad text 11,NoWebCast,IT1005,Basic Applied Mathematics for Sciences,510,5,1,1091
49117_278,3,5,5,Good text 2,Interactive,Bad text 11,NoWebCast,EC2303,Science of Music,1620,16,2,1816
49217_211,1,5,1,Good text 2,Interactive,Bad text 11,NoWebCast,LSM2251,Corporate Finance,1520,15,2,1990
49873_1185,1,3,3,Good text 2,Interactive,Bad text 11,NoWebCast,BN2202,Clinical Skills Foundation Programme,1310,13,1,1764
50102_1348,3,2,2,Good text 2,Interactive,Bad text 11,NoWebCast,LC1004,Asia and the Modern World,1010,10,1,1029
50385_795,4,3,1,Good text 2,Interactive,Bad text 11,NoWebCast,EL1101E,General Biology,1420,14,2,1082
51242_1517,4,5,4,Good text 2,Interactive,Bad text 11,NoWebCast,GEK1520,Understand'g Uncertainty & Stats Think'g,520,5,2,1345
51392_717,3,4,2,Good text 2,Interactive,Bad text 11,NoWebCast,BSP2005,Introduction to Statistics,810,8,1,1422
52024_1302,1,2,1,Good text 2,Interactive,Bad text 11,NoWebCast,EC1301,Financial Accounting,820,8,2,15555
52037_49,4,4,4,Good text 2,Interactive,Bad text 11,NoWebCast,MD2140,Engineering Calculus,1010,10,1,1041
54052_1601,4,1,5,Good text 2,Interactive,Bad text 11,NoWebCast,LAG1201,Public Speaking and Critical Reasoning,1530,15,3,1690
54123_1457,1,3,3,Good text 2,Interactive,Bad text 11,NoWebCast,GEK1508,Calculus for Computing,1810,18,1,1010
54815_997,2,4,4,Good text 2,Interactive,Bad text 11,NoWebCast,EG1108,Linear Algebra I,1610,16,1,1467
54936_605,2,1,2,Good text 2,Interactive,Bad text 11,NoWebCast,EC3332,An Introduction to Literary Studies,1230,12,3,1049
55495_1662,3,3,3,Good text 2,Interactive,Bad text 11,NoWebCast,EC3304,Biological Psychology,1020,10,2,1573
555_1930,5,2,1,Good text 2,Interactive,Bad text 11,NoWebCast,SSA1201,Macroeconomic Analysis I,1610,16,1,1846
55901_914,1,5,5,Good text 2,Interactive,Bad text 11,NoWebCast,LSM3223,Entrepreneurship,1520,15,2,1108
57371_1907,5,2,3,Good text 2,Interactive,Bad text 11,NoWebCast,EC2102,Understanding the Universe,1320,13,2,1084
58104_1109,3,3,3,Good text 2,Interactive,Bad text 11,NoWebCast,LSM2102,Biodiversity,1420,14,2,1355
58309_1395,1,4,2,Good text 2,Interactive,Bad text 11,NoWebCast,BSP2001,Genes and Society,1810,18,1,1292
60389_249,5,4,1,Good text 2,Interactive,Bad text 11,NoWebCast,PC1322,"South Asia : People, Culture, Develop'm",1430,14,3,1424
60630_1612,3,1,2,Good text 2,Interactive,Bad text 11,NoWebCast,EG5911,Electrical Energy Systems,520,5,2,1129
61122_1703,4,2,2,Good text 2,Interactive,Bad text 11,NoWebCast,EE1001,Environmental Economics,1810,18,1,1250
61255_1248,4,5,3,Good text 2,Interactive,Bad text 11,NoWebCast,EL1101E,General Biology,1110,11,1,1810
61257_77,5,1,1,Good text 2,Interactive,Bad text 11,NoWebCast,LAB2201,B. Eng. Dissertation,1520,15,2,1880
61608_1443,2,5,2,Good text 2,Interactive,Bad text 11,NoWebCast,GET1031A,Physiology 1,1320,13,2,5729
62300_1541,2,3,4,Good text 2,Interactive,Bad text 11,NoWebCast,DSC2006,Managerial Economics,1410,14,1,1126
7995_228,4,5,4,Good text 2,Interactive,Bad text 11,NoWebCast,ES2331,Honours Project in Life Sciences,1810,18,1,1188
8177_216,3,3,4,Good text 2,Interactive,Bad text 11,NoWebCast,LAC1201,Social Psychology,820,8,2,1057
8398_1420,3,5,1,Good text 2,Interactive,Bad text 11,NoWebCast,ME2101,Forensic Science,1140,11,4,1449
9768_188,5,5,3,Good text 2,Interactive,Bad text 11,NoWebCast,GEK2506,Introductory Bioinformatics,1410,14,1,8749
9768_188,3,5,2,Good text 2,Interactive,Bad text 11,NoWebCast,ACC2002,Introduction to Economic Analysis,1410,14,1,1104
10013_789,5,5,5,Good text 3,Clear,Bad text 11,NoWebCast,BSP1005,Physics IIE,1110,11,1,1295
10207_1508,5,4,5,Good text 3,Clear,Bad text 11,NoWebCast,CS1231,Nation-Building in Singapore,1510,15,1,13540
10808_1599,5,1,3,Good text 3,Clear,Bad text 11,NoWebCast,GES1003,Complex Analysis I,1610,16,1,8475
1286_632,5,1,2,Good text 3,Clear,Bad text 11,NoWebCast,EE6999,The Biophysical Environment of Singapore,1510,15,1,1615
14103_1481,5,5,5,Good text 3,Clear,Bad text 11,NoWebCast,PC1222,Macroeconomic Analysis II,1720,17,2,1050
15498_1121,5,4,3,Good text 3,Clear,Bad text 11,NoWebCast,CE2134,Pathology,1210,12,1,1885
15783_582,4,3,1,Good text 3,Clear,Bad text 11,NoWebCast,PL1101E,Electrical Engineering,1710,17,1,1549
16583_1343,1,1,2,Good text 3,Clear,Bad text 11,NoWebCast,NM3215,Laboratory Techniques in Life Sciences,830,8,3,1029
17186_1900,4,3,4,Good text 3,Clear,Bad text 11,NoWebCast,CN3121,Industrial Practice,610,6,1,1220
19796_1737,4,2,1,Good text 3,Clear,Bad text 11,NoWebCast,PC1432,Japanese 1,1510,15,1,1277
20504_22,3,5,1,Good text 3,Clear,Bad text 11,NoWebCast,PY1106,Qualitative Communication Research Methods,1810,18,1,1276
21046_667,1,3,1,Good text 3,Clear,Bad text 11,NoWebCast,LAJ1201,DOCTORAL SEMINARS,1310,13,1,1079
23028_103,4,4,3,Good text 3,Clear,Bad text 11,NoWebCast,CE2407,Global Environmental Issues,1620,16,2,1766
23496_1483,5,5,3,Good text 3,Clear,Bad text 11,NoWebCast,GE2218,Architectural Construction,1730,17,3,1068
2459_1221,4,2,5,Good text 3,Clear,Bad text 11,NoWebCast,MKT1003X,Biochemistry of Biomolecules,910,9,1,1277
25125_1739,4,2,5,Good text 3,Clear,Bad text 11,NoWebCast,LSM2101,Statics And Mechanics Of Materials,1720,17,2,1298
25280_1234,1,3,5,Good text 3,Clear,Bad text 11,NoWebCast,EC1101E,Changing Landscapes of Singapore,720,7,2,15553
25796_922,2,2,2,Good text 3,Clear,Bad text 11,NoWebCast,LSM2103,Introduction to Politics,1220,12,2,15553
26595_210,4,2,4,Good text 3,Clear,Bad text 11,NoWebCast,NCC1001,Social Work: A Heart-Head-Hand Connection,1720,17,2,2209
27454_1592,1,2,3,Good text 3,Clear,Bad text 11,NoWebCast,GEK1511,Employee Management In Singapore,1720,17,2,1057
28549_193,3,1,1,Good text 3,Clear,Bad text 11,NoWebCast,MA3252,GRADUATE SEMINARS,810,8,1,1012
30259_597,5,4,1,Good text 3,Clear,Bad text 11,NoWebCast,CS3230,Real Estate Finance,610,6,1,1115
31464_812,2,3,1,Good text 3,Clear,Bad text 11,NoWebCast,EC2303,Science of Music,1620,16,2,1090
3147_381,3,4,4,Good text 3,Clear,Bad text 11,NoWebCast,DSC2006,Managerial Economics,820,8,2,1006
3151_246,5,3,1,Good text 3,Clear,Bad text 11,NoWebCast,LAJ1201,DOCTORAL SEMINARS,1110,11,1,1187
32325_1724,2,3,5,Good text 3,Clear,Bad text 11,NoWebCast,EE1002,Theory Of Urban Design & Planning,1420,14,2,1370
3293_266,1,4,3,Good text 3,Clear,Bad text 11,NoWebCast,EC3304,Biological Psychology,1610,16,1,1163
3440_1990,5,3,1,Good text 3,Clear,Bad text 11,NoWebCast,LAJ1201,DOCTORAL SEMINARS,910,9,1,1047
36908_213,3,2,5,Good text 3,Clear,Bad text 11,NoWebCast,PL1101E,Electrical Engineering,810,8,1,7806
3713_123,4,3,3,Good text 3,Clear,Bad text 11,NoWebCast,DP1001,Mathematics I,1120,11,2,1213
3806_836,2,4,5,Good text 3,Clear,Bad text 11,NoWebCast,CN3132,Introduction to Programming with Matlab,1810,18,1,15554
38544_203,4,5,4,Good text 3,Clear,Bad text 11,NoWebCast,MA1521,Intermediate Fluid Mechanics,1220,12,2,1622
39137_1178,2,1,1,Good text 3,Clear,Bad text 11,NoWebCast,MNO1001,Finance,1640,16,4,1004
40647_1888,3,3,4,Good text 3,Clear,Bad text 11,NoWebCast,CM1401,Business Analytics - Data & Decisions,820,8,2,1238
41820_410,5,4,2,Good text 3,Clear,Bad text 11,NoWebCast,NCC1000,Metabolism and Regulation,1810,18,1,1002
42342_1131,2,3,4,Good text 3,Clear,Bad text 11,NoWebCast,EE1003,Complementary Medicine and Health,1330,13,3,15257
42602_725,2,3,5,Good text 3,Clear,Bad text 11,NoWebCast,HR2002,HeadStart Module (A Career Development Programme),920,9,2,1051
42986_1922,1,3,3,Good text 3,Clear,Bad text 11,NoWebCast,TG1401,Mechanical Systems Design II,1710,17,1,1069
43931_332,4,2,2,Good text 3,Clear,Bad text 11,NoWebCast,ST1232,Microeconomic Analysis I,710,7,1,1521
45420_1970,4,1,3,Good text 3,Clear,Bad text 11,NoWebCast,HR2002,HeadStart Module (A Career Development Programme),510,5,1,2016
45828_580,4,2,4,Good text 3,Clear,Bad text 11,NoWebCast,MA4199,English For Academic Purposes (Science),720,7,2,1145
45934_1699,4,2,5,Good text 3,Clear,Bad text 11,NoWebCast,CM2111,Vacation Internship Programme,920,9,2,1037
47172_476,3,1,5,Good text 3,Clear,Bad text 11,NoWebCast,CM3292,Global Economic Dimensions of Singapore,1210,12,1,1105
49151_722,3,3,1,Good text 3,Clear,Bad text 11,NoWebCast,SC2212,Financial Markets,1210,12,1,1621
50495_108,1,3,1,Good text 3,Clear,Bad text 11,NoWebCast,EC1101E,Changing Landscapes of Singapore,620,6,2,1880
50846_750,3,5,2,Good text 3,Clear,Bad text 11,NoWebCast,ST2131,Cell Biology,1310,13,1,2098
51880_33,1,4,3,Good text 3,Clear,Bad text 11,NoWebCast,GEK1520,Understand'g Uncertainty & Stats Think'g,910,9,1,9957
52076_648,3,1,4,Good text 3,Clear,Bad text 11,NoWebCast,CN3135,Simulation,1010,10,1,1149
53779_855,1,5,4,Good text 3,Clear,Bad text 11,NoWebCast,EG2401,Principles of Economics,810,8,1,2273
54440_355,4,1,5,Good text 3,Clear,Bad text 11,NoWebCast,GER1000,Programming Methodology,520,5,2,1078
5483_350,5,5,4,Good text 3,Clear,Bad text 11,NoWebCast,SC3101,Ethics In Engineering,710,7,1,8475
54925_626,1,2,5,Good text 3,Clear,Bad text 11,NoWebCast,MKT1003,Management And Organisation,910,9,1,1203
55326_1098,3,3,2,Good text 3,Clear,Bad text 11,NoWebCast,LC1003,Organic Chemistry for Engineers,610,6,1,1081
55943_1475,5,5,5,Good text 3,Clear,Bad text 11,NoWebCast,MA1506,Mathematics II,1510,15,1,1582
56999_1089,4,1,1,Good text 3,Clear,Bad text 11,NoWebCast,CM1111,Design Project,1310,13,1,1849
58842_1901,1,1,1,Good text 3,Clear,Bad text 11,NoWebCast,LSM2102,Biodiversity,710,7,1,1033
59590_462,5,5,5,Good text 3,Clear,Bad text 11,NoWebCast,IE2101,Water and the Environment,1110,11,1,1588
61615_1011,4,2,4,Good text 3,Clear,Bad text 11,NoWebCast,NM3215,Laboratory Techniques in Life Sciences,1620,16,2,1055
62021_1349,4,4,2,Good text 3,Clear,Bad text 11,NoWebCast,LSM2101,Statics And Mechanics Of Materials,920,9,2,1281
6429_1394,4,1,4,Good text 3,Clear,Bad text 11,NoWebCast,HY1101E,Microeconomic Analysis II,1020,10,2,1002
6668_1488,2,2,4,Good text 3,Clear,Bad text 11,NoWebCast,NM1101E,Asking Questions,810,8,1,1220
8177_216,2,2,4,Good text 3,Clear,Bad text 11,NoWebCast,CM1501,Critical Thinking And Writing,820,8,2,4096
8670_1976,4,1,4,Good text 3,Clear,Bad text 11,NoWebCast,DSC2006,Managerial Economics,1720,17,2,2621
9819_1225,5,4,2,Good text 3,Clear,Bad text 11,NoWebCast,PR2104,Musical Concepts and Materials II,1810,18,1,1035
10065_1267,4,3,2,Good text 4,Concise,Bad text 11,NoWebCast,LSM2101,Statics And Mechanics Of Materials,1120,11,2,5941
10297_70,3,5,1,Good text 4,Concise,Bad text 11,NoWebCast,PS1101E,StepUp Module (A Career Development Programme),1010,10,1,1661
10737_614,4,2,4,Good text 4,Concise,Bad text 11,NoWebCast,LC1004,Asia and the Modern World,740,7,4,15258
10843_334,3,1,3,Good text 4,Concise,Bad text 11,NoWebCast,LAJ1201,DOCTORAL SEMINARS,1510,15,1,1243
14730_788,4,2,4,Good text 4,Concise,Bad text 11,NoWebCast,GEK1519,Multivariable Calculus,820,8,2,1075
15672_954,1,4,5,Good text 4,Concise,Bad text 11,NoWebCast,CFG1001,Einstein's Universe & Quantum Weirdness,1310,13,1,1353
15729_859,1,2,4,Good text 4,Concise,Bad text 11,NoWebCast,PL1101E,Electrical Engineering,1420,14,2,4253
17508_487,5,2,3,Good text 4,Concise,Bad text 11,NoWebCast,CS1101,Childhood and Youth,1010,10,1,1048
18034_1946,1,4,1,Good text 4,Concise,Bad text 11,NoWebCast,ES1531,Computer Graphics,1230,12,3,1908
19090_1401,4,2,2,Good text 4,Concise,Bad text 11,NoWebCast,HY1101E,Microeconomic Analysis II,910,9,1,1048
19829_1649,5,1,5,Good text 4,Concise,Bad text 11,NoWebCast,EC3101,Statistics for Life Sciences,810,8,1,1891
20169_1447,5,5,1,Good text 4,Concise,Bad text 11,NoWebCast,EE4001,German 1,1610,16,1,1620
20379_309,1,4,2,Good text 4,Concise,Bad text 11,NoWebCast,CM1191,Property Management,1640,16,4,1453
21427_697,3,4,2,Good text 4,Concise,Bad text 11,NoWebCast,MD1140,Bridging East and West: Exploring Chinese Communication,510,5,1,1125
21932_1277,3,4,4,Good text 4,Concise,Bad text 11,NoWebCast,EE2005,Cosmetics & Perfumes,1720,17,2,1482
22188_81,2,4,2,Good text 4,Concise,Bad text 11,NoWebCast,EC2101,The Nature of Language,1510,15,1,1695
22486_551,5,3,4,Good text 4,Concise,Bad text 11,NoWebCast,CM1501,Critical Thinking And Writing,910,9,1,1521
24368_531,1,3,2,Good text 4,Concise,Bad text 11,NoWebCast,ACC1006,Personal Development & Career Management,1510,15,1,1762
24421_567,4,1,2,Good text 4,Concise,Bad text 11,NoWebCast,NM2216,CORPORATE STRATEGY,1710,17,1,1082
25004_763,5,4,5,Good text 4,Concise,Bad text 11,NoWebCast,EC2303,Science of Music,1110,11,1,1989
25437_1579,2,5,5,Good text 4,Concise,Bad text 11,NoWebCast,GET1008,Contemporary Social Issues in Singapore,1420,14,2,1019
25694_1709,2,1,3,Good text 4,Concise,Bad text 11,NoWebCast,CM1501,Critical Thinking And Writing,1120,11,2,1131
26025_856,1,3,1,Good text 4,Concise,Bad text 11,NoWebCast,CS1102,Mechanical Systems Design,1230,12,3,1053
26145_1753,1,3,4,Good text 4,Concise,Bad text 11,NoWebCast,EG3602,Retelling Chinese Stories: Change and Continuity,1630,16,3,1659
266_1636,3,4,1,Good text 4,Concise,Bad text 11,NoWebCast,LC1007,Industrial Management,420,4,2,1072
26842_736,2,5,5,Good text 4,Concise,Bad text 11,NoWebCast,ACC3606,Psychology in Everyday Life,1520,15,2,1031
28513_1054,1,3,1,Good text 4,Concise,Bad text 11,NoWebCast,AR1326,Foundation Academic English,1810,18,1,2064
28724_1790,2,3,1,Good text 4,Concise,Bad text 11,NoWebCast,CFG1010,Engineering Professionalism,810,8,1,1006
30943_509,1,2,2,Good text 4,Concise,Bad text 11,NoWebCast,PL1101E,Electrical Engineering,1000,10,0,1773
31074_1096,1,1,2,Good text 4,Concise,Bad text 11,NoWebCast,LSM2101,Statics And Mechanics Of Materials,1710,17,1,5646
3147_381,1,3,1,Good text 4,Concise,Bad text 11,NoWebCast,NM2201,Korean 1,820,8,2,1080
31757_764,2,5,3,Good text 4,Concise,Bad text 11,NoWebCast,TG1401,Mechanical Systems Design II,1310,13,1,1573
31810_1299,1,4,5,Good text 4,Concise,Bad text 11,NoWebCast,NM2209,Advertising Strategies,1520,15,2,1275
31829_1123,5,2,4,Good text 4,Concise,Bad text 11,NoWebCast,FAS1102,Introduction to Computing,1720,17,2,1326
32000_1,5,4,2,Good text 4,Concise,Bad text 11,NoWebCast,LAJ2203,Physical Chemistry 2,1010,10,1,1285
32246_602,5,2,3,Good text 4,Concise,Bad text 11,NoWebCast,CS3230,Real Estate Finance,820,8,2,1360
32679_1524,4,3,1,Good text 4,Concise,Bad text 11,NoWebCast,PR3102,Understanding and Critiquing Sustainability,930,9,3,1294
32938_1192,4,4,3,Good text 4,Concise,Bad text 11,NoWebCast,MA4199,English For Academic Purposes (Science),1520,15,2,1102
33482_786,2,1,4,Good text 4,Concise,Bad text 11,NoWebCast,CS1010S,Law Of Contract,1320,13,2,1065
33966_999,4,1,3,Good text 4,Concise,Bad text 11,NoWebCast,MA3252,GRADUATE SEMINARS,820,8,2,2366
35231_938,3,4,4,Good text 4,Concise,Bad text 11,NoWebCast,LSM1103,Principles of Mechanical Eng. Materials,610,6,1,4625
35281_1536,1,2,4,Good text 4,Concise,Bad text 11,NoWebCast,CM1131,Malay 1,1810,18,1,2044
37348_878,3,5,3,Good text 4,Concise,Bad text 11,NoWebCast,PC1432,Japanese 1,1410,14,1,1449
37666_87,2,3,2,Good text 4,Concise,Bad text 11,NoWebCast,EG1108,Linear Algebra I,1710,17,1,1038
37868_28,3,3,1,Good text 4,Concise,Bad text 11,NoWebCast,CM1502,Living with Mathematics,1740,17,4,1644
380_346,1,5,5,Good text 4,Concise,Bad text 11,NoWebCast,GE1101E,General Physiology,1410,14,1,1163
38290_429,2,5,2,Good text 4,Concise,Bad text 11,NoWebCast,CE2184,Engineering Economy,620,6,2,1031
39632_255,3,4,5,Good text 4,Concise,Bad text 11,NoWebCast,LC1007,Industrial Management,1140,11,4,7239
40418_1644,1,2,2,Good text 4,Concise,Bad text 11,NoWebCast,MA1505,Quantitative Reasoning,1110,11,1,1666
40433_344,1,5,4,Good text 4,Concise,Bad text 11,NoWebCast,LAJ2201,Managerial Accounting,1420,14,2,1011
40629_1356,1,3,2,Good text 4,Concise,Bad text 11,NoWebCast,IT1005,Basic Applied Mathematics for Sciences,1020,10,2,1152
40645_1696,5,2,4,Good text 4,Concise,Bad text 11,NoWebCast,PC1221,Regression Analysis,820,8,2,1121
40767_1469,1,3,4,Good text 4,Concise,Bad text 11,NoWebCast,EE2006,Hydraulics,1610,16,1,4733
41048_94,3,4,3,Good text 4,Concise,Bad text 11,NoWebCast,GEM2900,General and Physical Chemistry for Engineers,720,7,2,1521
41432_132,1,1,2,Good text 4,Concise,Bad text 11,NoWebCast,ST2132,Econometrics II,710,7,1,1919
43536_192,1,1,2,Good text 4,Concise,Bad text 11,NoWebCast,SSA1201,Macroeconomic Analysis I,910,9,1,1054
43931_332,5,4,4,Good text 4,Concise,Bad text 11,NoWebCast,IS1105,Visualisation in Design and Technology,710,7,1,1087
43999_1690,3,1,5,Good text 4,Concise,Bad text 11,NoWebCast,BSP1004,Probability,1520,15,2,1908
44875_1459,2,4,5,Good text 4,Concise,Bad text 11,NoWebCast,BSP1005,Physics IIE,1810,18,1,2190
45173_106,1,5,4,Good text 4,Concise,Bad text 11,NoWebCast,PR4104,Dynamics of Interpersonal Effectiveness,1420,14,2,15554
45192_138,5,1,3,Good text 4,Concise,Bad text 11,NoWebCast,EC3371,English For Academic Purposes (Engg),910,9,1,1060
45192_138,1,1,5,Good text 4,Concise,Bad text 11,NoWebCast,EE2020,Business Analytics - Models & Decisions,910,9,1,1345
45666_1533,1,5,4,Good text 4,Concise,Bad text 11,NoWebCast,LC2007,Communicating Engineering,1020,10,2,1362
4576_1704,4,5,5,Good text 4,Concise,Bad text 11,NoWebCast,GER1000,Programming Methodology,1140,11,4,2011
4608_1180,4,2,3,Good text 4,Concise,Bad text 11,NoWebCast,BSP1005,Physics IIE,1110,11,1,1448
46510_1949,4,3,3,Good text 4,Concise,Bad text 11,NoWebCast,CS3241,Digital Design,1420,14,2,1030
46679_1482,2,3,3,Good text 4,Concise,Bad text 11,NoWebCast,CN1111,Physical Chemistry 1,1810,18,1,1353
46730_353,2,3,3,Good text 4,Concise,Bad text 11,NoWebCast,NCC1001,Social Work: A Heart-Head-Hand Connection,1440,14,4,1124
4731_1654,5,4,2,Good text 4,Concise,Bad text 11,NoWebCast,CN4118R,Power Electronics,820,8,2,1644
49026_1613,3,4,2,Good text 4,Concise,Bad text 11,NoWebCast,HR2002,HeadStart Module (A Career Development Programme),1020,10,2,1587
5007_593,1,4,5,Good text 4,Concise,Bad text 11,NoWebCast,CM2121,Analytical Chemistry 1,1410,14,1,1004
50656_447,2,5,5,Good text 4,Concise,Bad text 11,NoWebCast,EC1301,Financial Accounting,1110,11,1,15258
5132_1194,4,4,2,Good text 4,Concise,Bad text 11,NoWebCast,LAF1201,Human Physiology: Cardiopulmonary System,920,9,2,1012
52478_114,2,1,5,Good text 4,Concise,Bad text 11,NoWebCast,EG1413,Introduction to Operating Systems,1420,14,2,4321
52523_1677,4,1,5,Good text 4,Concise,Bad text 11,NoWebCast,EE2032,New Venture Creation,1720,17,2,1818
5296_1352,2,1,3,Good text 4,Concise,Bad text 11,NoWebCast,PC1142,Pharmacology 1,1710,17,1,1032
53225_608,2,5,2,Good text 4,Concise,Bad text 11,NoWebCast,LC1003,Organic Chemistry for Engineers,1420,14,2,1098
53571_1871,1,4,1,Good text 4,Concise,Bad text 11,NoWebCast,LSM2103,Introduction to Politics,510,5,1,1108
53892_1534,2,4,3,Good text 4,Concise,Bad text 11,NoWebCast,PS2249,Signals,1510,15,1,1216
54831_489,4,5,1,Good text 4,Concise,Bad text 11,NoWebCast,PR3103,Physiology 2,1420,14,2,1187
55240_727,4,3,1,Good text 4,Concise,Bad text 11,NoWebCast,CM2111,Vacation Internship Programme,1140,11,4,1164
56746_1619,4,1,1,Good text 4,Concise,Bad text 11,NoWebCast,MKT1003X,Biochemistry of Biomolecules,1120,11,2,1531
5702_707,1,5,2,Good text 4,Concise,Bad text 11,NoWebCast,MA1101R,Making Sense of Society,720,7,2,8475
59965_1879,2,3,1,Good text 4,Concise,Bad text 11,NoWebCast,EE6999,The Biophysical Environment of Singapore,1620,16,2,1086
60073_1402,1,3,4,Good text 4,Concise,Bad text 11,NoWebCast,LSM2101,Statics And Mechanics Of Materials,1440,14,4,1262
61026_1199,1,3,5,Good text 4,Concise,Bad text 11,NoWebCast,ME4101A,Industrial Attachment,1720,17,2,1025
61608_1443,5,5,1,Good text 4,Concise,Bad text 11,NoWebCast,GEK1001,Cognitive Psychology,1320,13,2,1594
7053_284,3,2,3,Good text 4,Concise,Bad text 11,NoWebCast,LAC2201,Reading Visual Images,1310,13,1,1133
790_1203,2,3,4,Good text 4,Concise,Bad text 11,NoWebCast,ES5001A,Reporting Statistics in the Media,1420,14,2,1214
8358_1092,4,1,2,Good text 4,Concise,Bad text 11,NoWebCast,PF1102,Mathematical Analysis II,1610,16,1,1839
